reviewer_name,content,full_url,rating,time,owner_replied,owner_reply
Anja Klittmann,"(Translated by Google) I can't actually delete 2 stars because it's just not clean and some of the furniture is broken and worn...washbasin with facial tissues and no trash can...hmmmmm, soap almost empty and the toilet bowl, to be honest, the edge doesn't have to look that dark because there are high-quality cleaning agents that you can use every day so that it doesn't have to look like this....sorry you always pay only and no more performance
Kind regards
Anja Klittmann

(Original)
Eigentlich 2 Sterne kann ich nicht löschen, weil es einfach nicht Sauber ist und einige Möbel defekt sind und abgenutzt...Waschtisch mit Kosmetiktüchern und kein Mülleimer...hmmmmm,Seife fast leer und Toilettenschüssel ehrlich gesagt so dunkel muss der Rand nicht aussehen weil es hochwertige Reinigungsmittel gibt die man jeden Tag benutzen kann damit es so nicht aussehen muss....Sorry man bezahlt immer Nur und keine Leistung mehr
Mfg
Anja Klittmann",https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNHX0plbEtBEAE!2m1!1s0x0:0x2faf0f02eacd864e!3m1!1s2@1:CIHM0ogKEICAgICG_JelKA%7CCgwIm6PRiwYQ8NPPoQI%7C?hl=en-US,3,a year ago,True,"(Translated by Google) Dear Ms. Klittmann, Thank you for taking the time to share your experience with us. We are very sorry that your room had these defects and we are sure that they have been remedied in the meantime and we would be delighted if you would give our hotel a second chance in the future.
With best regards
Sandra Schmalzried
General Manager Aspria Berlin

(Original)
Sehr geehrte Frau Klittmann, danke, dass Sie sich die Zeit genommen haben und uns Ihre Erfahrung mitteilen. Wir bedauern sehr, dass Ihr Zimmer diese Mängel aufgewiesen hat und sind uns sicher, dass diese zwischenzeitlich behoben worden sind und freuen uns, wenn Sie unserem Hotel noch mal in Zukunft eine zweite Chance geben.
Mit den besten Grüßen
Sandra Schmalzried
General Manager Aspria Berlin"
Mathias Schmidt,"(Translated by Google) After weeks of shutdown in Berlin, the Senate recently decided that fitness studios can open again - subject to conditions. Every studio I know of went live on June 2nd. The Aspria won't make it until June 6th. I have the simple question of how every other club manages to open on time. Any communication - whether by mail or telephone - has not been possible for days. Emails are followed by an absence message - calls have been in vain for days. The announced mail regarding a new software required for the start is not sent. All in all: for a club that charges a monthly fee of more than €130, the customer service is sub-par or non-existent. Exceptions are obviously individual employees who, if you reach them, try very hard. However, confirm behind closed doors that many members are right to complain about the untenable service. I canceled my membership today - because nothing fits together here anymore.

(Original)
Nach wochenlangem Shutdown in Berlin hat der Senat vor Kurzem entschieden, dass Fitness Studios wider - unter Auflagen - öffnen dürfen. Jedes mir bekannte Studio hat am 2. Juni seinen Betrieb aufgenommen. Das Aspria schafft es nicht vor dem 6.Juni. Es stellt sich mir die simple Frage, wie jeder andere Club eine pünktliche Öffnung hinbekommt.  Jegliche Kommunikation - ob per Mail oder Telefon - ist seit Tagen nicht möglich. Auf Mails folgt eine Abwesenheitsinfo - Anrufe laufen seit Tagen ins Leere. Die angekündigte Mail hinsichtlich einer neuen, für den Start erforderlichen Software, wird nicht geschickt. In Summe der Dinge: für einen Club, der über 130€ Monatsgebühr aufruft, ist der Kundenservice unterirdisch, bzw. nicht existent. Ausnahme sind offensichtlich einzelne Mitarbeiter, die, wenn man sie erreicht, sehr bemüht sind. Allerdings hinter vorgehaltener Hand bestätigen, dass sich viele Mitglieder zu Recht über den unhaltbaren Service beschweren. Ich habe meine Mitgliedschaft heute gekündigt - denn hier passt nichts mehr zusammen.",https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURjeXZmYy13RRAB!2m1!1s0x0:0x2faf0f02eacd864e!3m1!1s2@1:CIHM0ogKEICAgIDcyvfc-wE%7CCgwIte_o9gUQyLDQgQI%7C?hl=en-US,1,2 years ago,False,
Eva Marie Louise,"(Translated by Google) Wide range of sports courses, also in the swimming pool. The sports studio with the most beautiful spa area: roof terrace, hourly infusions, several different relaxation rooms (including the sound of the sea)
Perfect place to work out, switch off from everyday life and relax.
I've been a member for over 3 years and I just feel good, fit and healthy here.

(Original)
Großes Angebot an Sportkursen, auch im Swimmingpool . Das Sportstudio mit dem schönsten Spabereich: Dachterasse, stündliche Aufgüsse, mehrere unterschiedliche Ruheräume ( unter anderem mit Meeresrauschen )
Perfekter Ort um sich auszupowern, vom Alltag abzuschalten und zu entspannen.
Bin schon seit über 3 Jahren Mitglied und fühle mich hier einfach wohl, fit und gesund.",https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURveE82QXdnRRAB!2m1!1s0x0:0x2faf0f02eacd864e!3m1!1s2@1:CIHM0ogKEICAgIDoxO6AwgE%7CCgwIkpuf5AUQgJ2QpgM%7C?hl=en-US,5,3 years ago,True,"(Translated by Google) Dear Ms. Eva Marie Louise,

we thank you for the excellent rating of our club.
We are delighted that you like our offer so much.

If you would like to share further comments or feedback with us, please contact us at the following contact number / email: +49 30 8906888 0 / berlin_mail@aspria.de.

Best regards,

Your Aspria team

(Original)
Sehr geehrte Frau Eva Marie Louise,

wir danken Ihnen für die hervorragende Bewertung unseres Clubs.
Wir sind höchst erfreut, dass Ihnen unser Angebot so großartig gefällt.

Falls Sie weitere Kommentare oder Feedback mit uns teilen möchten, stehen wir Ihnen unter folgender Kontaktnummer/ Email zur Verfügung :+49 30 8906888 0/ berlin_mail@aspria.de.

Mit freundlichen Grüßen,

Ihr Aspria Team"
Christoph Ebeling,"(Translated by Google) Overall, the Aspria Berlin is a decent fitness club, and the training areas in particular are very successful. The changing rooms and the wellness area, on the other hand, are clearly showing their age. With a monthly fee of €138, a renovation would be expected here. In addition, there are extremely excessive prices in the gastro (almost 5 € for a protein shake, 4 € for an undrinkable fully automatic cappucino). But what finally made me quit was the fact that the contributions for the closure during the Corona crisis are not reimbursed. This is - especially at this price level - simply a cheek.

(Original)
Insgesamt ist das Aspria Berlin ein ordentlicher Fitnessclub, besonders die Trainingsflächen sind sehr gelungen. Die Umkleiden und der Wellnessbereich sind hingegen schon deutlich in die Jahre gekommen. Bei einem Monatsbeitrag von 138 € wäre hier eine Renovierung zu erwarten. Hinzu kommen extrem überzogene Preise in der Gastro (fast 5 € für einen Eiweiß-Shake, 4 € für einen untrinkbaren Vollautomaten Cappucino). Was mich letztendlich zur Kündigung bewogen hat war aber die Tatsache, dass man die Beiträge für die Schließung während der Corona-Krise nicht erstattet bekommt. Das ist - gerade bei diesem Preisniveau - schlichtweg eine Frechheit.",https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNjcDZ6eVB3EAE!2m1!1s0x0:0x2faf0f02eacd864e!3m1!1s2@1:CIHM0ogKEICAgICcp6zyPw%7CCgwIgMX89AUQ-IjZ0QM%7C?hl=en-US,2,2 years ago,False,
Michelle J,"(Translated by Google) I was allowed to use Asprias spa and fitness for a week. The wellness area is really nice! Especially the whirlpool and the 95 degrees sauna with infusion times are recommended. Also a detour to the beautiful roof terrace is not missing. The sports area is well equipped, all equipment is on the latest technology. In addition, there is a 25m pool. The atmosphere is really nice, unfortunately I think that a sports pool should not be heated to 28 degrees, as a proper training at these temperatures is very unpleasant.
The staff are in all areas (front desk, sports area and spa) very nice and helpful. Overall, I can recommend the Aspria, but for me personally for a membership is too expensive.

(Original)
Ich durfte eine Woche Spa und Fitness des Asprias nutzen. Die Wellness Anlage ist wirklich sehr schön! Vor allem der Whirlpool und die 95 Grad Sauna mit Aufgusszeiten sind zu empfehlen. Auch darf ein Abstecher auf die wunderschöne Dachterrasse nicht fehlen. Der Sportbereich ist gut ausgestattet, alle Geräte sind auf dem neusten Technikstand. Zusätzlich gibt es noch einen 25m Pool. Das Ambiente ist wirklich schön, leider bin ich der Meinung, dass ein Sportschwimmbecken nicht auf 28 Grad geheizt werden sollte, da ein richtiges Training bei diesen Temperaturen sehr unangenehm ist.
Die Mitarbeiter sind in allen Bereichen (Reception, Sportbereich und Spa) sehr nett und hilfsbereit. Insgesamt kann ich das Aspria empfehlen, wobei es für mich persönlich für eine Mitgliedschaft zu teuer ist.",https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNReW9hLTdRRRAB!2m1!1s0x0:0x2faf0f02eacd864e!3m1!1s2@1:CIHM0ogKEICAgICQyoa-7QE%7CCgwIt5-u1gUQgPjOowM%7C?hl=en-US,4,4 years ago,True,"(Translated by Google) Thank you dear Alex for your praising words! Even if we have not been able to convince you in the long term, there will certainly be occasional opportunities to welcome you here!

(Original)
Danke dir lieber Alex für deine lobenden Worte! Auch wenn wir dich aktuell noch nicht langfristig überzeugen konnten ergibt sich bestimmt hin und wieder noch einmal die Möglichkeit, Sie bei uns begrüßen zu dürfen!"
Ulli Ramps,"(Translated by Google) Very neat studio with small weaknesses

(see English below)
Unfortunately, the devices are rather clumsily distributed over several small rooms - this is, for example, a more clever solution with Homesplace.
The swimming pool is smaller than expected. Here, too, Homesplace is a bit ahead.
But the SPA area is great, especially with the roof terrace an experience. There is also a steam sauna, although the instructions are poorly made - people sit in it with their towels, which is of course wrong, and because of the towels you can't spray the seats as intended (hose is provided).

So much for the individual review - all in all a very nice studio with a great ambience, actually 4.5 stars.

The machines are distributed somewhat randomly between several small rooms - Homesplace for example has a better solution for that. The swimming area is a bit smaller than expected, but OK. Again, Homesplace is better.
The SPA area is brilliant. The roof terrace is pretty cool. Even a steam sauna is there.

Finally, a really cool studio, would give 4.5 stars if possible.

(Original)
Sehr ordentliches Studio mit kleinen Schwächen

(see English below)
Die Geräte sind leider recht ungeschickt auf mehrere kleine Räume verteilt - das ist bspw. bei Homesplace geschickter gelöst.
Das Schwimmbad ist kleiner als erwartet. Auch hier hat Homesplace die Nase etwas vorn.
Dafür ist der SPA-Bereich großartig, insbesondere mit der Dachterasse schon ein Erlebnis. Auch eine Dampfsauna ist da, wobei die Anleitung schlecht gemacht ist - die Leute sitzen darin mit ihren Handtüchern, was natürlich falsch ist, und der Handtücher wegen kann man die Sitzflächen nicht abspritzen, wie es gedacht ist (Schlauch ist vorhanden).

Soweit zur Einzelkritik - insgesamt ein sehr schönes Studio mit tollem Ambiente, eigentlich also 4.5 Sterne.

The machines are distributed somewhat randomly between several small rooms - Homesplace for example has a better solution for that. The swimming area is a bit smaller than expected, but OK. Again, Homesplace is better.
The SPA area is brilliant. The roof terasse is pretty cool. Even a steam sauna is there.

Finally, a really cool studio, would give 4.5 stars if possible.",https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURVcUpibk53EAE!2m1!1s0x0:0x2faf0f02eacd864e!3m1!1s2@1:CIHM0ogKEICAgIDUqJbnNw%7CCgwIqt3G6gUQkLyUnwI%7C?hl=en-US,4,3 years ago,True,"(Translated by Google) Dear Ulli Ramps,

Thank you for your positive rating of our club.
We are happy to see that you enjoyed our club.

We always strive to offer our visitors the best possible experience, so we'd love to hear what we could improve.

Additional comments and feedback can be shared with us at any time at the following email: berlin_mail@aspria.de.

Kind regards,

Your Aspria team

(Original)
Lieber Ulli Ramps,

vielen Dank für ihre positive Bewertung unseres Clubs.
Es freut uns zu sehen, dass Ihnen unser Club gefallen hat.

Wir streben stets unseren Besuchern die bestmögliche Erfahrung zu bieten, deshalb würde es uns freuen zu erfahren was wir noch verbessern könnten.

Zusätzliche Kommentare und Feedback können Sie jederzeit unter folgender Email mit uns teilen : berlin_mail@aspria.de.

Mit freundlichen Grüßen,

Ihr Aspria Team"
Lea N,"(Translated by Google) Well-equipped fitness club with a wide range of courses (many courses, however, have never been heard before). For the price, however, I expect more! In particular, the wellness area is no longer adequate. Out of fashion and partly run down (saunas & showers).
Then there are the very special members (""Ku'Damm Clientel"") who are chubby and self-conscious.
Unfortunately not a recommended studio.

(Original)
Gut ausgestatteter Fitnessclub mit großem Kursangebot (Viele Kurse allerdings noch nie gehört). Für den Preis erwarte ich allerdings mehr! Insbesondere der Wellnessbereich ist nicht mehr adäquat. Unmodern und teilweise runtergekommen (Saunen & Duschen).
Hinzu kommen die sehr speziellen Mitglieder (""Ku'Damm Clientel""), die prollig und an sich denkend sind.
Leider kein empfehlenswertes Studio.",https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUQwZ2RmblV3EAE!2m1!1s0x0:0x2faf0f02eacd864e!3m1!1s2@1:CIHM0ogKEICAgID0gdfnUw%7CCgsIxYSS7gUQ2I_TPA%7C?hl=en-US,2,3 years ago,False,
Florim Laurent,"(Translated by Google) Total relaxation. Well equipped, comfortable, clean room and a spacious SPA. Value for money excellent. Even at the reception, the staff was a little friendly which is very rare in Berlin. To recommend to relax

(Original)
Détente totale. Chambre bien équipée, confortable, propre et un SPA spacieux. Rapport qualité prix excellent. Même à la réception, le personnel était un peu amical ce qui est très rare à Berlin. À recommander pour se détendre",https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNVNl8yV0lBEAE!2m1!1s0x0:0x2faf0f02eacd864e!3m1!1s2@1:CIHM0ogKEICAgICU6_2WIA%7CCgwI8tqg6gUQoLjolwM%7C?hl=en-US,5,3 years ago,False,
Елена Каоагодская,"(Translated by Google) Good location and halls, but the air conditioners do not work and it is very hot in the halls

(Original)
Хорошая локация и залы но не работают кондиционеры и очень жарко в залах",https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURPeU1uWjB3RRAB!2m1!1s0x0:0x2faf0f02eacd864e!3m1!1s2@1:CIHM0ogKEICAgIDOyMnZ0wE%7CCgwIyqnglQYQwIuYyAM%7C?hl=en-US,2,6 months ago,True,"(Translated by Google) Thank you very much for your feedback... the heat wave during the week made us all sweat quite a bit. Our systems are under constant control and fine-tuning.

Greetings
Sandra Schmalzried
General manager

(Original)
Besten Dank für deine Rückmeldung…die Hitzewelle in der Woche hat uns alle ganz schön schwitzen lassen. Unsere Anlagen sind unter ständiger Kontrolle und Feinjustierung.

Herzlichen Gruß
Sandra Schmalzried
General Manager"
Sascha Guck,"(Translated by Google) Nice gym with lots of options!
Spa area is also awesome!

Not so recommendable as a hotel.
Breakfast poor. Often not cleaned rooms. Missing towels. Missing shower gel, ..

(Original)
Schönes Fitnessstudio mit vielen Möglichkeiten!
Spa-Bereich ist auch der Hammer!

Als Hotel eher nicht so zu empfehlen.
Frühstück karg. Oft nicht sauber gemachte Zimmer. Fehlende Handtücher. Fehlendes Duschgel,..",https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNzb09IVkxBEAE!2m1!1s0x0:0x2faf0f02eacd864e!3m1!1s2@1:CIHM0ogKEICAgICsoOHVLA%7CCgsI-byM8QUQuLaPPQ%7C?hl=en-US,3,2 years ago,True,"(Translated by Google) Dear Mr. Guck,

We thank you for your feedback regarding your stay in our house. We are happy to read that you were able to enjoy the advantages of our club.

We shared and discussed your feedback regarding housekeeping and breakfast with the relevant departments.
We would be very happy to welcome you again as a guest with us in order to inspire you with our optimized service.

Please contact us directly at resbe@aspria.de or at 030 8906888 79, so that we can respond to your requests even more effectively.

Best regards

Your Aspria team

(Original)
Lieber Herr Guck,

wir danken Ihnen für Ihr Feedback zu Ihrem Aufenthalt in unserem Haus. Es freut uns zu lesen, dass Sie die Vorzüge unseres Clubs genießen konnten.

Ihr Feedback bezüglich der Zimmerreinigung und dem Frühstück haben wir mit den entsprechenden Abteilungen geteilt und besprochen.
Wir würden uns sehr freuen, Sie doch wieder einmal als Gast bei uns begrüßen zu dürfen, um Sie mit unserem optimierten Service begeistern zu können.

Kontaktieren Sie uns gerne direkt unter resbe@aspria.de oder unter der 030 8906888 79, damit wir noch gezielter auf Ihre Wünsche eingehen können.

Herzliche Grüße

Ihr Aspria Team"
Alex Wustenhoff,"(Translated by Google) Hotel and luxury fitness club with swimming pool and pleasant sauna. About 190 group lessons per week in all sorts of areas. At the sauna is a large roof terrace where you can relax, especially in the summer. There is also a bar with its own roof terrace. There is also a bar / restaurant on the ground floor.

(Original)
Hotel en luxe fittnessclub met zwembad en prettige sauna. Per week ongeveer 190 groepslessen op allerlei gebied. Bij de sauna is een groot dakterras waar het, vooral zomers, goed toeven is. Er is eveneens een bar met eigen dakterras. Op de begane grond is ook een bar/restaurant.",https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNncE5MNGRBEAE!2m1!1s0x0:0x2faf0f02eacd864e!3m1!1s2@1:CIHM0ogKEICAgICgpNL4dA%7CCgsIsdWB1AUQwLn0SQ%7C?hl=en-US,5,4 years ago,True,Thank you Alex for those kind words! We would love to have you back soon.
Malcolm Saran-Hafner,"(Translated by Google) Nice rooms, it's just a bit annoying that there are no sockets near the bed.
A 3 meter charging cable is just enough...
Clean gym with everything you need.
Free parking for hotel guests.
Good coffee in the bar/coffee area on the ground floor.
Rooftop bistro also offers food from the restaurant.

Value for money is great!

(Original)
Schöne Zimmer, etwas nervig ist nur, dass keine Steckdosen in Bett nähe sind.
Ein 3 Meter Ladekabel reicht gerade so...
Sauberes Fitnessstudio mit allem was man braucht.
Kostenloses Parken für Hotelgäste.
Guter Kaffee in dem Bar/Kaffe-Bereich im EG.
Rooftop-Bistro biete auch essen aus dem Restaurant an.

Preis-Leistung-Lage ist top!!",https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURVck1IeFBBEAE!2m1!1s0x0:0x2faf0f02eacd864e!3m1!1s2@1:CIHM0ogKEICAgIDUrMHxPA%7CCgsI9_Xa6gUQ6LWREQ%7C?hl=en-US,5,3 years ago,True,"(Translated by Google) Dear Malcolm,

We thank you for the excellent rating of our club.
We are really happy that you liked our facilities and our service so much.

Your feedback on the sockets we like to take to heart and will check this.
In most of our rooms, the power socket is under the bed, so in the rooms a sign is set up, which refers to it.

If you would like to share further comments or feedback with us, we are at the following contact number / email: 030 890 6888 68 / resbe@aspria.de.

Yours sincerely

Your Aspria team

(Original)
Lieber Malcolm,

wir danken Ihnen für die hervorragende Bewertung unseres Clubs.
Wir freuen uns wirklich sehr, dass Ihnen unsere Einrichtungen und unser Service so gut gefallen haben.

Ihr Feedback bzgl. der Steckdosen nehmen wir uns gern zu Herzen und werden dies prüfen.
In einem Großteil unserer Zimmer befindet sich die Steckdose unter dem Bett, weshalb in den Zimmern ein Hinweisschild aufgestellt ist, welches darauf verweist.

Falls Sie weitere Kommentare oder Feedback mit uns teilen möchten, stehen wir Ihnen unter folgender Kontaktnummer/ Email zur Verfügung : 030 890 6888 68/ resbe@aspria.de .

Mit freundlichen Grüßen

Ihr Aspria Team"
Christian Beykuffer,"(Translated by Google) Modern and sporty hotel with a fitness area that leaves nothing to be desired. Unfortunately, Corona has made the paths you have to walk a little confusing. But the friendly staff is happy to help!

(Original)
Modernes und sportlich ausgerichtetes Hotel mit einem Fitnessbereich, der keine Wünsche offen lässt. Leider sind durch Corona die Wege, die man laufen muss ein wenig verwirrend. Aber das nette Personal hilft gerne und schnell!",https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUM4M0pHUFhREAE!2m1!1s0x0:0x2faf0f02eacd864e!3m1!1s2@1:CIHM0ogKEICAgIC83JGPXQ%7CCgwIrvzY9wUQ6Kv5oQI%7C?hl=en-US,4,2 years ago,False,
Thomas Kaske,"(Translated by Google) I went to Aspria yesterday with my wife and two children with the idea of ​​taking a look at the whole thing, especially the children's courses, and if I had liked everything I would have signed it immediately.
After I called it was said: Come by and a sales representative will show you everything.
When we were there, a bad-tempered and annoyed sales employee (unfortunately I don't remember the name anymore, but we were there at about 4:25 p.m.) came to us. He gave us a note with the children's courses, said the offer is a bit slim at the moment because of Corona and stared at us. That's it xD - after 5 minutes we were outside again.
So it was either a trainee in the first month or someone who missed his job. Unbelievable!

(Original)
Ich war gestern mit meiner Frau und meinen beiden Kindern bei Aspria mit dem Gedanken sich das Ganze mal anzuschauen speziell die Kinderkurse und gegebenfalls hätte ich sofort unterschrieben, wenn mir alles gefallen hätte.
Nachdem ich angerufen habe hieß es: Kommen Sie vorbei und ein Salesmitarbeiter zeigt Ihnen alles.
Als wir dann da waren kam ein schlecht gelaunter und genervter Salesmitarbeiter (Namen weiß ich leider nicht mehr aber wir waren um ca 16:25 da) zu uns. Er gab uns einen Zettel mit den Kinderkursen, sagte das Angebot ist wegen Corona etwas schlank im Moment und starrte uns an. Das wars xD - nach 5 Minuten waren wir wieder draußen.
Also es war entweder ein Azubi im ersten Monat oder jemand der seinen Beruf verfehlt hat. Unglaublich!",https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURDelBxUlFREAE!2m1!1s0x0:0x2faf0f02eacd864e!3m1!1s2@1:CIHM0ogKEICAgIDCzPqRQQ%7CCgwI5dqM-wUQ8LObqwE%7C?hl=en-US,1,2 years ago,False,
Micaela Wagner,"(Translated by Google) Hopefully our beautiful wellness temple won't close because of a lookdown. However, the Aspria could use a new decoration. The pictures are very old, you just don't want to see them anymore.

(Original)
Hoffentlich schließt unser schöner Wellnestempel wegen lookdown nicht.Allerdings könnte das Aspria mal eine neue Deko vertragen.Die Bilder sind sehr alt,man will sie einfach nicht mehr sehen.",https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNteHZTQU13EAE!2m1!1s0x0:0x2faf0f02eacd864e!3m1!1s2@1:CIHM0ogKEICAgICmxvSAMw%7CCgwIut2jjgYQ6Nq5wgE%7C?hl=en-US,5,a year ago,True,"(Translated by Google) Ms. Wagner, we are doing everything we can to meet the C. measures as much as possible and keep safety high. We would also like to go through this time together with you: with the club open!
Best regards
Sandra Schmalzried
General manager

(Original)
Frau Wagner, wir geben alles um den C. Maßnahmen so gerecht wie möglich zu werden und halten die Sicherheit hoch. Auch wir möchten mit Ihnen zusammen durch diese Zeit gehen: mit geöffnetem Club!
Herzliche Grüße
Sandra Schmalzried
General Manager"
Lina Sommer,"(Translated by Google) First of all I have to say unfortunately: the price-performance ratio is not right at all in this fitness club.

The employees proudly advertise that Aspria is the most exclusive fitness club in Berlin. With many advantages that cannot be found anywhere else. You shouldn't let that impress you on the first tour.

Of course, to be fair, the benefits also have to be mentioned. These include: the handing out of towels, the modern design, the range of courses and the new equipment.

However, after regular visits, some weak points are immediately apparent:
- the room layout is super unfavorable. An example: to go swimming, you have to change clothes in the cabin and walk down two floors via the wet stairs (also past fitness rooms). On the way back it can get pretty cold. In addition, the sauna area has no direct access to the swimming pool. That means back in the cabin and from there up the stairs to the sauna.
- The fitness rooms are also on different levels. To get to most of the classrooms you have to cross half the club. It would be a greater motivation to use the entire offer if the premises were on one level.
- Paper towels and spray disinfectants are provided for cleaning the devices. I know moist disinfectant wipes in a box from other clubs. This makes cleaning more thorough and easier.
- There are only two to three drainage channels in the entire shower area. If several people shower next to each other, the whole drain will flow to one person.
- The water dispensers are small, slow and the water is sometimes greenish in color. In other clubs in this price range, there are large water machines with an extra bubble function.

In summary, the Aspria is a fitness club that needs improvement. With membership fees of this amount, a lot can be expected accordingly.
If you are looking for a studio that should motivate you to exercise, look for a club with a better floor plan.

(Original)
Zunächst muss ich leider sagen: das Preis–Leistungs–Verhältnis stimmt in diesem Fitnessclub überhaupt nicht.

Die Mitarbeiter werben stolz, das Aspria sei der exklusivste Fitnessclub in Berlin. Mit vielen Vorzügen, die es woanders nicht gebe. Davon sollte man sich beim ersten Rundgang nicht beeindrucken lassen.

Um fair zu bleiben, müssen natürlich auch die Vorteile genannt werden. Dazu zählen: die Handtuchvergabe, das moderne Design, das Kursangebot und die neuen Geräte.

Nach regelmäßigen Besuchen fallen jedoch direkt einige Schwachstellen auf:
– die Raumaufteilung ist super unvorteilhaft. Ein Beispiel: um Schwimmen zu gehen, muss man sich in der Kabine umziehen und über die Nasstreppe zwei Etagen runter laufen (, auch an Fitnessräumen vorbei). Auf dem Rückweg kann es dann ganz schön kalt werden. Dazu kommt, dass der Saunabereich keinen direkten Zugang zur Schwimmhalle hat. Das heißt wieder zurück in die Kabine und von da aus die Treppe hoch zur Sauna.
– Auch die Fitnessräume sind auf verschiedenen Ebenen. Um zu den meisten Kursräumen zu gelangen, muss man den halben Club durchqueren. Es wäre eine größere Motivation das gesamte Angebot zu nutzen, wenn die Räumlichkeiten auf einer Ebene wären.
– Zum Reinigen der Geräte werden Papiertücher und Sprühdesinfektion zur Verfügung gestellt. Aus anderen Clubs kenne ich feuchte Desinfektionstücher aus einer Box. Damit fällt die Reinigung gründlicher und einfacher aus.
– Im gesamten Duschbereich sind nur zwei bis drei Abflussrinnen vorhanden. Wenn mehrere nebeneinander duschen, fließt der ganze Abfluss zu einer Person.
– Die Wasserspender sind klein, langsam und das Wasser ist manchmal grünlich gefärbt. In anderen Clubs dieser Preisklasse gibt es große Wasserautomaten mit extra Sprudelfunktion.

Zusammenfassend lässt sich sagen, das Aspria ist ein Fitnessclub mit Verbesserungsbedarf. Bei Mitgliedsgebühren dieser Höhe, darf dementsprechend viel erwartet werden.
Wenn ihr ein Studio sucht, dass euch zum Trainieren motivieren soll, dann sucht euch einen Club mit besserer Raumaufteilung.",https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURJbnJEQml3RRAB!2m1!1s0x0:0x2faf0f02eacd864e!3m1!1s2@1:CIHM0ogKEICAgIDInrDBiwE%7CCgwItuXE4QUQtNyTrgI%7C?hl=en-US,3,4 years ago,False,
